English Phrase,Meanings,Acts,Hindi Translation
"discharge certificate, continuous",,,चलत उन् मोचन प्रमाणपत्र
discharge from estate duty,,"s. 75, Estate Duty Act",सपंदा शलु् क से उन् मोचन
"discharge from all liabilities, shall be a full",,"s. 7F(e), Census Act",डाकू
discharge of arrears,,"2nd sch., item 71(2), Income-tax Act",बकाया का उन् मोचन
discharge of debt,,"s. 61, Indian Contract Act",ऋण का उन् मोचन
discharge of debtor,,,ऋणी उन् मोचन
discharge of duty,,"s. 200(a), Cr. P.C. and art. 121, Const.",कर्तव्य का निर्वहन
discharge of encumbrance,,,विल्लंगम का उन्‍्मोचन
discharge of instrument,,"s. 23A(2), Indian Stamp Act",लिखत का उन्‍मोचन
discharge of lethal missiles,,"s. 10(2), Manoeuvres, Field Firing and Artillery Practice Act",घातक प्रक्षैपास्त्र फेंकना
discharge of principal debtor,,,मलू ऋणी का उन् मोचन
"discharge of principal money, in or towards",,"s. 69A(8)(v), T.P. Act",डाकू
discharge of public functions,,,लोक कृत्यों का निर्वहन
discharge of the accused,,,अभियुक्त का उम्मोचन
discharge of the liability,,,दायित्व का निर्वहन
discharge of their duties,,"art. 33, Const.",उनके कर्तव्यों का पालन
discharge of waste,,"s. 17(1)(e)(i), Water (Prevention and Control of Pollution) Act","०(0, Water (Prevention and Control of Pollution) Act] अपशिष्ट का निस्सारण"
discharge projectile,,,चलाना
discharge register,,,उतराई रिजस् टर
discharge slip,,,छुट्टी की पर्ची
discharge the functions,,"art. 60, Const.",कृत्यों का निर्वहन करना
discharge the person summoned,,"Or. 16, r. 4(2), C.P.C.",समनित व्यक्ति को उन्‍्मोचित करना
"discharged, agreement shall not be",,"s. 6(1), Arbitration Act",डाकू
discharged bankrupt,,,उन्‍्मुक्त दिवालिया
"discharged from a vessel, goods",,,जलयान से उतारा गया माल
discharged from liability,,,दायित्व से उन्‍्मोचित
discharged from obligation,,,बाध्यता से उन्मोचित
discharged from service,,"s. 20(2), Air Corporations Act",सेवोन्मुक्त कर दिया गया
discharged insolvent,,"s. 43, Presidency-towns Insolvency Act",उन्मुक्त दिवालिया
discharging a next friend,,,वादमित्र को SrA करना
disciple,,,शिष्य Gacinlinarypetiomigdee aes कार्रवाई
disciplinary action,,,डाकू
disciplinary committee,,"s. 17(1)(iii), Chartered Accountants Act",अनुशासन समिति
disciplinary court,,,अनुशासन-न् यायालय
disciplinary matter,,"s. 3(b), Former Secretary of State Service Officers (Conditions of Service) Act",अनुशासनिक विषय
disciplinary matters,,"art. 312A(1)(a), Const.",अनुशासनिक विषयों संबंधी
disciplinary measures,,"s. 5(11C), Aligarh Muslim University Act",अनुशासनात् मक उपाय
disciplinary offence,,,अनुशासनिक अपराध
disciplinary powers,,"s. 39(2)(t), Cost and Works Accountants Act",अनुशासनिक शक्तियां
disciplinary proceedings,,"s. 15(3)(d), Delhi School Education Act",अनुशासनिक कार्यवाही
disciplinary committee 129 discipline,,"s. 29(1)(i), Aligarh Muslim University Act",अनुशासन
discipline committee,,"s. 29(1)(m), Aligarh Muslim University Act",अनुशासन समिति
"disciplines of archives administration, various",,"s. 3(2)(k), Public Records Act",डाकू
disclaim,1. to disavow all part or share,,अन-्अंगीकरण
disclaim the contract,,"s. 535(4), Companies Act",संविदा विषयक दावा त्याग करना
disclaimed property,,"s. 535(6), Companies Act",दावात्यक्त संपत्ति
disclaimer,1. formal refusal to undertake the office or duties,,इंकार
disclaimer by beneficiary,,"s. 9, Indian Trusts Act",हिताधिकारी द्वारा दावा त्याग
disclaimer of leaseholds,,"s. 63, Presidency-towns Insolvency Act",पट्‌टाधृतियों का दावा त्याग
disclaimer of onerous property,,"s. 535(1)(a), Companies Act",दुर्भर संपत्ति पर दावा त्याग
disclose,to reveal,,प्रकट करना
disclose a cause of action,,,वाद हेतुक प्रकट करना
"disclose, bound to",,,प्रकट करने को आबद्ध
disclose facts,,,तथ् य प्रकट करना
disclose fully and truly,,"s. 10(a), Interest-tax Act",पूर्णतया और ठीक-ठीक प्रकट करना
disclosed principal,,,प्रकटित मालिक
disclosure,the action of disclosing,,प्रकटीकरण
disclosure of information,,"s. 138(1)(a), Income-tax Act",जानकारी का प्रकटीकरण
disclosure of interest,,,हित का प्रकटन
disclosure of official secrets,,"s. 3(2), (38), Defence and Internal Security of India Act",शासकीय गुप्त बात का प्रकटन
"disclosure, true",,"s. 306(1), Cr. P.C.",सत् य प्रकटन
disconnection,in regard to electricity,"s. 44(aa), Indian Electricity Act",वियोजन
discontinue,to cause to cease; to put a stop to,"s. 61, Indian Partnership Act",बंद करना
discontinue the public use,,"s. 23(1)(b), Damodar Valley Corporation Act",८0 सार्वजनिक उपयोग को रोकना
"discontinued, business",,"s. 177(1), Income-tax Act",डाकू
discontinuous easement,,"s. 5, Indian Easements Act",असतत सुविधाधिकार
discount,any deduction or abatement from the nominal value or price,"s. 165, ills. (b) and (c), I.P.C.",डिस्काउंट पर डिबेंचर निर्गमन
discount allowed,,,अनुज्ञात
discount column,,,बट्टा स् तंभ
discount on issue of debentures,,,डिबेंचर निगमों पर
discount on issue of shares,,,शेयर निर्गमों पर
discount on purchases,,,क्रय बट्टा
discount on sales,,,विक्रय बट्‌टा
discount on treasury bills,,"s. 2(7)(b)(ii), Interest-tax Act",राज हुंडियों पर seer
discounted value,,"sch. 3, r. 13.26 Railway Establishment Code",मितिकाटा मूल्य
discounting bills of exchange,"to purchase at a certain deduction or discount, bills of exchange","s. 130, ill. (a), Indian Contract Act",विनिमयपत्रों का मितिकाटे पर भुगतान करना
discourage,to deprive of courage or confidence,,निरुत्साहित करना
"discouraging service, delaying or",,,डाकू
discover,1. to find out; to detect the presence of,,पता चलाना
discovered subsequently,,"art. 100(2), Const.",बाद में पता चला
discovery,"1. making known; disclosure by a party to an action at the instance of the other party, of facts or documents necessary to maintain his own title","art. 142(2), Const.",प्रकटीकरण
discovery and inspection,,"s. 131(1)(a), Income-tax Act",प्रकटीकरण और निरीक्षण
discovery by interrogatories,,,परिप्रश्नों द्वारा प्रकटीकरण
discovery of documents,,,दस्तावेजों का प्रकटीकरण
discovery of evidence,,,साक्ष्य का पता चलना
discovery of new and important matter,,,नई और महत् वपूणर् बात का पता चलना
discrepancy,difference,,फकर्
discrete,,"Verification Annex., pt. 1, art. 4, Chemical Weapons Convention Act",विविक्त
discrete organic chemical,,"s. 7(2), Chemical Weapons Convention Act",विविक्त कार्बनिक रसायन
discretion,"1. the power to decide within the limits allowed by positive rules of law as to punishments, remedies or costs and generally to regulate matters of procedure and administration",,विवेकाधिकार
"discretion, in his",,,डाकू
discretion of the court,,,न्‍न्यायात्रय का विवेक
discretionary,pertaining to or left to discretion,,वैवेकिक
discretionary fund,,,वैवेकिक निधि
discretionary grant,,,वैवेकिक अनुदान
discretionary power,power of free decision or choice within certain legal bounds,,वैवेकिक शक्ति
discriminate against,,"art. 15(1), Const.","६77, /5(7), Const.] के विरुद्ध विभेद करना"
discrimination,,"art. 23(2) and art. 303(1), Const.",विभेद
discriminatory,,,विभेदकारी
discuss,to exchange views or information,,चर्चा करना
discussion,,"art. 113(1), Const.",चचार्
disease,"a condition of the body, or some part or organ of the body, in which its functions are disturbed, or deranged","s. 3(2)(a)(i), Mica Mines Labour Welfare Fund Act",रोग
Disease Investigation Officer (Poultry),,,रोग अनुसंधान अधिकारी (मुर्गीपालन
diseases and disorders,,"sch., item 11, Drugs and Magic Remedies (Objectionable Advertisement) Act",रोग और विकार
disentitle,to deprive of title,"s. 5, Indian Evidence Act",निहकित करना
disentitle a document to be registered,,"s. 22(2), Registration Act",दस्तावेज की रजिस्ट्री का हक जाता रहना
disfavour,unfavourable regard; dislike; disapproval; an act or expression of dislike or ill,-will,अननुग्रह
disfigure,to mar the figure or appearance of ; to deform,,विद्रूप करना
"disfigurement, facial",,"sch., Personal Injuries (Compensation Insurance) Act",डाकू
disgrace,loss of grace of honour,"s. 2(2)(b), Navy Act",कलकं
disgraceful,shameful; having a stigma,"s. 9, ill. (b), Indian Evidence Act",निकृष्ट
disgraceful conduct,shameful behaviour,"s. 9, ill. (b), Indian Evidence Act",निकृष्ट आचरण
disguise,garb used to conceal identity,,भेष बदलने की वस्तु
disgusting,,,अरुचिकर
dish antenna,,"s. 8(1), Cable Television Networks (Regulation) Act",डिश एंटिना
disharmony,,"s. 153A(i)(d), I.P.C.",असौहाद्रर्
dishonest,wanting in honesty,,बेईमान
dishonest abstraction,,"s. 39, Indian Electricity Act",बेईमानी से निकालना
dishonest misappropriation of property,,"s. 320(2), table. Cr. P.C.",८/ संपत्ति का बेईमानी से दुर्विनियोग
dishonest removal,,"s. 421, I.P.C.",बेईमानी से अपसारण
dishonestly,with a dishonest act,,बेईमानी से
dishonestly breaking open,,"sch., ch. XVII, item 461, Cr. P.C.",बेईमानी से तोड़कर खोलना
dishonestly receiving stolen property,,"sch., ch. XVII, item 411, Cr. P.C.",चुराई हुई संपत्ति को बेईमानी से प्राप्त करना
dishonesty,lack of probity; disposition to deceive; a dishonest act,,बेईमानी
dishonour,1. the reverse of honour,"s. 355, I.P.C.",अनादर
dishonour by non-acceptance,,"s. 8(1)(c), Notaries Act",अप्रतिग्रहण द्वारा अनादर
dishonour by non-payment,,,असदंाय द्वारा अनादर
dishonour of bill of exchange,,"sch., pt. 1, item 24, Commercial Documents Evidence Act",डाकू
"dishonour, notice of",,,अनादरण सचूना
dishonour of cheque,,,चेक का अनादर
dishonour of the instrument,,"s. 45(1)(b), Sale of Goods Act",लिखत का अनादरण
dishonour the bill at maturity,,"s. 130, ill. (b), Indian Contract Act",विनिमयपत्र को उसके परिपक्व होने पर अनाइत कर देना
dishonoured,,,अनादृत हो जाना
dishonoured bill of exchange,a bill of exchange not honoured or accepted,,अनाइत विनिमयपत्र
dishonoured cheque,,,अनादृत चेक
dishonoured foreign bill,,,अनाइत विदेशी विनिमयपत्र
disinclination,want of inclination or liking,,अनिच्छा
disinfect,,,रोगाणुनाशित करना
disinfectant,,,विसंक्रामक
disinfection,,"s. 5(1), Destructive Insects and Pests Act",विसंक्रामण
disinfection of carriages,,"s. 47(1)(d), Indian Railways Act",डिब्बों का विसंक्रामण
disinfestations,"freeing from infesting insects, rodents or other small animals",,निर्दूषण
disinter,,"s. 176(3), Cr. P.C.",बाहर निकालना
disinterested judge,,,हितरहित न्यायाधीश
"disinterred, to be",,"s. 11, Coroners Act",डाकू
disinvestment,,"s. 27B(1)(a), M.R.T.P. Act",अपविनिधान
diskette,,"s. 20B(2), Small Industries Development Bank of India Act",डिस्केट
dislocation,"displacement, especially displacement of a bone from its natural position in the joint",,विसंधान
disloyalty,"the quality of being disloyal; now especially violation of allegiance or duty to one’s Sovereign, State or government","s. 124A, expln. 1, I.P.C.",अभकति
dismantle,to disassemble,,खोल डालना
dismiss,"1. to send away or remove from office, employment or position",,पदच् युत करना
dismiss the appeal,,"s. 384(1), Cr. P.C.",अपील को खारिज करना
dismiss with costs,,,के सहित खारिज करना
dismissal,"1. the action of dismissing; deprivation of office, dignity or position",,पदच् युत करना
dismissal for default,,"s. 2(2)(b), C.P.C.",व्यतिक्रम के लिए खारिज करना
discussion 130 disorderly persons dismissal from the ship to which the offender belongs,,"s. 81(h), Navy Act",डकैती
dismissal of suit,,,वाद का खारिज किया जाना
"dismissal, removal or reduction in rank of persons employed in civil capacities under the Union or a State",,"art. 311, Const.",डकैती
dismissal with disgrace,,,सकलंक पदच्युति
disobedience to order,,,आदेश की अवज्ञा
disobey,to refuse or neglect to obey; to transgress or violate the commands or orders of,,अवज्ञा करना
disobey summons,,"s. 17, Coroners Act",समन की HAA करना
disorder,1. wrong order,,अव्यवस्था
disorderly behaviour,,"sch., item 15, Fort William Act",विच्छृंखल व्यवहार
disorderly conduct,,"s. 131, Representation of the People Act, 1951",विच्छृंखल आचरण
disorderly persons,,"s. 9, Sarais Act",डाकू
disown,to refuse to recognise; to disclaim,,अन-्अंगीकरण करना
disparagement,matter which is intended by its publisher to be understood or which is reasonably understood to cast doubt upon the existence or extent of anothers’ property or upon its quality. If it disparaged also his reputation directly or indirectly then an action for defamation will also lie,,अपकथन
disparity,,,असमानता
dispauper,"to disqualify one from filing or maintaining a suit etc. in forma pauperis, i.e., without payment of court fees",,निरकिंचन करना
"dispaupered, order to be",,,डाकू
dispensary,a place where medicines are dispensed,"s. 275, I.P.C.",औषधालय (डिस्पेंसरी
dispense justice,,,न् याय करना
dispense with,"to exempt, excuse from doing something; to relax or set aside the obligation",,अभिमुक्‍ति प्रदान करना
dispense with an employee,,"s. 47(1), Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act",८0 कर्मचारियों को सेवोन्मुक्त करना
dispense with normal procedure,,,सामान्य प्रक्रिया को त्याग देना
dispense with the personal attendance,,"s. 115, Cr. P.C.",वैयक्तिक हाजिरी से अभिमुकति देना
dispense with the proof,,,साबित किए जाने से अभिमुक्‍कति दे देना
"dispensed with or excused, unless",,,डाकू
dispenser,,,औषध वितरक
dispensing,,"s. 3(f), Drugs and Cosmetics Act",नुस् खा बनाना
dispensing of drugs,,"s. 3(b), Pharmacy Act",औषधि योजन
disperaging,,"s. 36A(1)(x), M.R.T.P. Act",अवमानना करना
dispersal officer,,,विसर्जन अधिकारी
disperse,(intransitive) to scatter in all directions; to go different ways; to scatter,,बिखर जाना
displaced,ousted or removed from its place or position,,विस्थापित
displaced insurer,,"sch. 1, part B, para 5 (firstly), Life Insurance Corporation Act",विस्थापित बीमाकर्ता
display,exhibition,,संप्रदशर्न
display advertisement,,,प्रदर्शन विज्ञापन
display cowardice,,,कायरता प्रदर्शित करना
displaying,,"s. 2, expln. 4(l), Prevention of Insults to National Honour Act",प्रदशर्न करना
displeasure,the fact or feeling of being displeased or offended,,अप्रसाद
disponer,,,व् ययक
disposal,"1. the action of disposing of i.e., settling or definitely dealing with (a case)",,निपटान में विलंब
disposal by confiscation,,,अधिहरण द्वारा व्ययन
disposal by delivery,,,परिदान करके व्ययन
disposal by destruction,,,विनाश द्वारा व्ययन
disposal liaison cells,,,निपटान संपर्क सैल
disposal of appeal,,"art. 145(3), Const.",अपील का निपटारा
disposal of business,,,काम निपटाना
disposal of property,,,संपत्ति का व्ययन
disposal of the case,,,मामले को निपटाना
disposal of the dead,,"s. 3(2), Manoeuvres, Field Firing and Artillery Practice Act",८0 मृतकों की अंत्येषटे
disposal of the suit at the first hearing,,,पहली सुनवाई में वाद का निपटारा
disposal officer,,,निपटान अधिकारी
dispose,1. to transfer into new hands as by settling,"s. 133(1), Cr. P.C.",व्ययनित करना
dispose of an appeal,,,अपील निपटाना
disposing power,power to dispose of,"s. 60(1), C.P.C.",व्ययन शक्ति
disposition,1. the action of disposing of,"s. 91, expln. 1, Indian Evidence Act",व् ययन
disposition for value,,,मलू् याथर् व् ययन
"disown 131 disqualifications for membership disposition, general",general bent of mind; general inclination,,डकैती
disposition of land,,"s. 3, Waste Lands (Claims) Act",भूमि का व्ययन
disposition of property,,,संपत्ति का व्ययन
"disposition, prior",a disposition earlier in time or higher in order of preference,"s. 27, T.P. Act",डाकू
"disposition, ulterior",,,परतर व् ययन
dispossess,to put out of possession,"s. 6(2)(a), Specific Relief Act",बेकब् जा करना
dispossession,1. the action of dispossessing,,बेकब् जा करना
disproof of charges,,"s. 131, Navy Act",आरोपों को नासाबित करना
disproof of title,,"s. 23(1), Provincial Small Cause Courts Act",हक का नासाबित किया जाना
disproportion,the condition of being out of proportion,"s. 148(3), Indian Evidence Act",अननुपात
disprove,to prove to be false or erroneous,"s. 4, Indian Evidence Act",नासाबित करना
disprove the pauperism,,,अकिंचनता को नासाबित करना
dispute,an argumentative contention; a controversy or contest,,विवाद
"dispute, matter in",something which is the subject matter of some controversy,"s. 20, Indian Evidence Act",डाकू
Dispute Redressal Mechanism,,"s. 20, hdg., Street Venors (Protection of Livelihood and Regulation of Street Vending) Act",वि वाद समाधान तंत्र
dispute the claim,,"s. 61(1), Copyright Act",दावे का विरोध करना
disputed amount,,"s. 143(2)(b), prov., Income-tax Act",विवादग्रस्त रकम
disputed proof,,"s. 71(1)(c), Presidency-towns Insolvency Act",विवादग्रस्त सबूत
disputing parties,,"s. 3, Obstruction in Fairways Act",विवाद के पक्षकार
disqualification,,"s. 13(2)(a), Industrial Finance Corporation Act",निरहता
"disqualification, suffer",,"s. 12, Probation of Offenders Act",डाकू
disqualifications for membership,,"art. 102, margin and art. 191, margin, Const.","६7, /02, margin and art. didGdaterige(”, Const.) सदस्यता के लिए निरहताएं"
disqualified,rendered unqualified or unfit,,निरहित होना
disqualify,,,करना
disrating,"reducing to a lower rating, rank or class",,रैंक में अवनत करना
disregard,1. neglect; treating of something of unimportance,,अवहेलना
"disregard, contumacious",disregard exhibiting contumacy,,डाकू
"disrepair, in",,"s. 45(c), Arms Act",बेमरम् मती
disrepute,,"s. 10A(1), Commissions of Inquiry Act",बदनामी
"disrepute, bring into",,"s. 10A(1), Commissions of Inquiry Act",बदनाम करना
disrespect,,,अनादर
disrupt,to break apart; preventing normal continuance of,,विच्छेनन करना
"disrupted, family is",,"s. 283, Income-tax Act",डाकू
disruptionist,,"s. 2(1)(c), TADA (Prevention) Act",विध्वंसकारी
disruptive,,"s. 8(1)(g), Representation of the People Act, 1951",विध्वंसकारी
disruptive activity,,"long title, Terrorist and Disruptive Activities (Prevention) Act",विध्वंसक क्रियाकलाप
dissection room assistant,,,विच्छेदन कक्ष सहायक
disseminate,to sow or scatter abroad; to propagate; to diffuse,"s. 108(1)(i), Cr. P.C.",फैलाना
disseminate information,,"s. 9(a), Haj Committee Act",जानकारी का प्रसार करना
disseminating seditious matters,,"s. 108, margin, Cr. P.C.",राजद्रोहात्मक बातें फैलाना
dissemination,the action of disseminating or scattering widely,,फैलाना
dissemination of the knowledge,,"s. 5(1), North-Eastern Hill University Act",का प्रसारण
dissent,1. disagreement with an opinion,,विसम्मति
"dissent, note of",,,डाकू
dissentient,one who dissents,,रखने वाला
dissentient member,,"s. 17(7), Companies Act",भिन्‍न राय रखने वाला सदस्य
dissenting judgment,,"art. 145(5), Const.",विसम्मत निर्णय
dissenting shareholder,,"s. 395(3), Companies Act",विसम्मति प्रकट करने वाला अंशधारी
disservice,"the rendering of an ill service or ill turn, injury or detriment","s. 161, I.P.C.",अपकार
dissipated habits,,,अपव्ययी आदतें
dissipation of assets,,"s. 24(1), Air Corporations Act",आस्तियों का अपव्यय
dissociate,to separate from society or association of any kind,"s. 4(2), Trade Unions Act",अलग करना
dissolution,"the relaxation of any tie, bond or binding power; the breaking up of any constituted body of persons",,विघटन
dissolution of council,,"s. 13(3), Chartered Accountants Act",परिषद्‌ का विघटन
dissolution of marriage,,"s. 14(1), Hindu marriage Act",विवाह का विघटन
dissolve,,"s. 11(1), Coir Industry Act ",विघटित करना
dissolve the association,,"s. 16(4), Trade and Merchandise Marks Act",सहयोजन समाप् त करना
"dissolving the injuction, order",,,डाकू
dissuade from disclosing fact,,"s. 438(2)(ii), Cr. P.C.",तथ्य को प्रकट न करने के लिए मनाना
dissuade from giving his vote,,,अपना मत न देने के लिए मनाना
dissuade the public from entering forces,,"s. 2(a), Criminal Law Amendment Act, 1938",जनता को बलों में प्रवेश न करने के लिए राजी करना
dissuasion from enlistment,,"s. 2(a), Criminal Law Amendment Act, 1938",नाम न लिखाने के लिए राजी करना
distal to,situated away,,से दरू
distance education system,,"s. 2(e), Indira Gandhi National Open University Act",८0 दूर-शिक्षा पद्धति
distillate gasoline,,"s. 2(m), Oil Industry (Development) Act",आसुत गैसोलीन
distillation product,,,आसवन उत् पादन
distilled,obtained or produced by distillation,,आसुत
distillery,works where distilling is carried on,,आसवनी
distillery Inspector,,,आसवनी निरीक्षक
distilling,,,आसवन
distinct,not confounded with each other or with something else; possessing differentiating characteristics; different in quality or kind; not like,,सुभिन्‍न
distinct claim,,,सुभिन्‍्न दावा
distinct consideration,,"s. 28, Indian Stamp Act",सुभिन्‍्न प्रतिफल
distinct language,,"art. 29(1), Const.",विशेष भाषा
distinction,1. the mark or indication of special honour or regard; special honour or regard; worthiness or fitness for special or profession of honour or recognition,,विशिष्टताएं
"distinction, academic",,,डाकू
"distinction, adverse",,"3rd sch., art. 16, Geneva Conventions Act",डाकू
distinctive,,"s. 9(3), Trade and Merchandise Marks Act",सुभिन्‍्न
distinctive character of the trade mark,,"s. 10(1), Trade and Merchandise Marks Act",व्यापार चिहन का सुभिन्‍न स्वरूप
distinctive colour scheme,,,सुस्पष्ट रंजन स्कीम
distinctive headings,,"s. 165(3)(c), Companies Act",सुभिन्‍्न शीर्षक
distinctive mark,,"s. 9(1)(e), Trade and Merchandise Marks Act","०), Trade and Merchandise Marks Act] सुभिन्‍न चिह्न"
distinctiveness,,"ss. 9(2) and 103(1), Trade and Merchandise Marks Act",सुभिन्‍नता
distinctly,in a distinct manner,,सुभिन्‍नत
distinctly specified,,"Or. 6, r. 6, C.P.C.",स्पष्टत
distinguish,,"art. 112(2), Const.",भेद करना
distinguished,1. differentiated from other,,सुभिन्‍न किए गए
distinguished historians,,"s. 5(f), Rampur Raza Library Act",प्रख्यात इतिहासकार
distinguished jurist,,"art. 124(3)(c), Const.",पारंगत विधिवेत्ता
distinguished service,,,विशिष्ट सेवा
distinguishing items,,"sch. II, part 12, item 24(2)(a), Companies Act",हर मद को अलग-अलग दिखाते हुए
distinguishing mark,,,सुभेदक चिहन
distort,,"s. 5B(1A), Cinematograph Act",विकृत करना
distrain,to seize by force,"s. 19(xii), Court fees Act",करस् थम ् करना
distrain or arrest the vessel,,,जलयान करस्थम्‌ या बंदी बनाना
distrain the movable property,,"3rd sch., Presidency Small Cause Courts Act","अब sch., Presidency Small Cause Courts Act] जंगम संपत्ति का PLEA करना"
distrained property,,"65, Presidency Small Cause Courts Act",करस्थम्‌ की हुई संपत्ति
distraint,the action of distraining; distress,,करस् थम ्
distraint and sale,,"3rd sch., Income-tax Act",करस्थम्‌ और विक्रय
distress,"1. anguish or affliction affecting the body, spirit or community",,कष् ट
distress and sale of movable property,,"s. 42(1), Manipur (Hill Areas District Councils Act",जंगम संपत्ति का करस्थम्‌ और विक्रय
"distress, bodily",,"s. 16(2)(b), Indian Contract Act",डाकू
"distress, damage caused by",,"s. 63, Presidency Small Cause Courts Act",डाकू
distress damage feasant,this is an ancient form of extra,-judicial redress. The phrase means the distraint of things doing damage. This right can be exercise by an occupier of land with reference to cattle or other things which go on his land and cause damage there. He can distrain and keep them as security of pledge for payment of compensation for the injury done by them. The distraint is usually of cattle but is not confined to them and extends to all the chattels animate and inanimate,नुकसान पूर्ति करस्थम्
"distress, mental or bodily",,,डाकू
distress or arrest,,,करस्थम्‌ या गिरफ्तारी
distressed circumstances,,,दीन अवस्था
distinguished historians 133 distu distributable,,"art. 274(1), Const.",डाकू
distributable in fractions,,"sch. 1, table A, interpretation 97(2)(a), Companies Act",भागों में वितरणीय
distributable profits,,"s. 2(c), Companies (Temporary Restrictions and Dividends) Act",वितरण योग्य लाभ
distributory,,"s. 13, Damodar Valley Corporation Act",वितरक- नदी
distribute,to deal out or bestow in portions or shares among many,,वितरण करना
distribute and market,,,वितरण और विपणन करना
distribute prizes taken in war,,"s. 1, Indian Trusts Act",युद्ध में पकड़े गए प्राइजों का वितरण करना
distributed assets,,"s. 19, expln., Estate Duty Act",वितरित आस्तियां
distributing licensee,,"sch., item (ix)(1), Indian Electricity Act",वितरक अनुजञप्तिधारी
distributing main,,"s. 2(e), Indian Electricity Act",वितरण मेन
distributing the estate,,,संपदा का वितरण करना
distribution,the action of distributing,,वितरण
distribution and allocation of work,,"s. 8, Gift-tax Act",काम का वितरण और आबंटन
distribution by way of dividends or profits,,"s. 155(5)(ii)(a), Income-tax Act",लाभांशों या लाभों के रूप में वितरण
distribution expenses,,,वितरण व्यय
distribution of assets,,,आस्तियों का वितरण
distribution of dividend,,,लाभांश का वितरण
distribution of electricity,,"s. 2(18), expln. 2, Income-tax Act",विद्युत का वितरण
distribution of goods,,,माल वितरण
distribution of the business of the court,,"s. 10, Presidency Small Cause Courts Act",न्‍्यायात्रय के कार्य का वितरण
distribution officer,,"s. 32, expln., Indian Succession Act",वितरण अधिकारी
distributive shares,,"s. 32, expln., Indian Succession Act",वितरणीय अंश
distributor,,"s. 10(2)(f), Indian Power Alcohol Act",आहार वितरक
district,portion of territory marked off of defined for some special administrative or official purpose; a division or sub,- division of a province or presidency,िजला
district administration,,,िजला प्रशासन
District Auditor,,,जिला संपरीक्षक
District Collector,,,िजला कलक् टर
District Controller of Stocks,,,जिला भंडार नियंत्रक
District Council,,"s. 194A(2)(b), Income-tax Act",जिला परिषद्
District Court,,"s. 2(4), C.P.C. and s. 2(14), Companies Act",िजला न् यायालय
District Delegate,,"s. 265(2), Indian Succession Act",जिला प्रतिनिधि
District Demanding Officer,,,जिला मांग अधिकारी
District Development Board,,,जिला विकास बोर्ड
District Development Officer,,,जिला विकास अधिकारी
district forum,,"s. 2(h), Consumer Protection Act",िजला पीठ
District Information Officer,,,जिला सूचना अधिकारी
District Inspector of Schools,,,जिला विद्यालय निरीक्षक
District Judge,,,िजला न् यायाधीश
"District Judges, appointment of",,"art. 233, Const.",डाकू
District Magistrate,,,िजला मिजस् टे्रट
District Manager (Telephones),,,जिला प्रबंधक (टेलीफोन
District Officer,,,जिला अधिकारी
District Supply Officer,,,जिला पूर्ति अधिकारी
District Traction Power and Traction Controller,,,जिला कर्षण शक्ति तथा कर्षण नियंत्रक
District Treasury,,,िजला खजाना
District Veterinary Officer,,,जिला पशु चिकित्सा अधिकारी
disturb,to agitate and destroy (quiet etc.),,विक्षुब्ध करना
disturb the public tranquillity,disturbing the calmness or serenity concerning the people as a whole,"s. 107(1), Cr. P.C.",लोक प्रशांति विक्षुब्ध करना
disturbance of easement,,,सुखाचार में विघ्न
disturbance of incorporeal rights in immovable property,"of such rights, easements form an important class and a disturbance of them is spoken of as a nuisance. In the mediaeval common law many other incorporeal rights like franchises of ferry, market or fishery offices and corrodies were protected by the action on the case of nuisance",,स्थावर aT Theva PUNE विघ्न
disturbance of possession,"in an action of trespass the plaintiff has to prove that his possession was disturbed by the defendant. The disturbance of possession may be (a) by entry of the defendant on the property, (b) by his remaining on it after any licence or permission to remain was cancelled (c) by any physical injury to the property or placing inanimate things on it (d) by entry of the defendant’s cattle on the property",,कब्जे में विघ्न
disturbance of public order,,"s. 268(2)(b), Cr. P.C.",ल्रोक- व्यवस्था में विघ्न
disturbance of public peace,,"s. 151, I.P.C.",लोक शांति में विघ्न
"disturbance, stir up",,"s. 62, Navy Act",उपद्रव पैदा करना
disturbed area,,"s. 14A(1), National Security Act",विश्षुब्ध क्षेत्र
disuse,,"s. 303 expln. 3(ii), Companies Act",काम में न लाना
ditto,the above; the same,,यथोक् त
diverse enactments,,"long title, Acting Judges Act",विविध अधिनियमितियां
diversify,,"1st sch., 1(a), Indira Gandhi National Open University Act",विविध प्रकार का बनाना
diversion,"1. the turning aside (of any person or thing), from any disturbance of possession 134 Div course, object or occupation; a turning aside of one’s course or attention; deviation ; deflexion","sch. I, app. A, form No. 27(4), C.P.C.",मोड़ा जाना
diversion of funds,,"s. 18AA(1)(a), Industries (Development and Regulation) Act",निधियों का अपयोजन
diversion of way,,,पथांतर
diversities,,"art. 51A(e), Const.",भेदभाव
divert,to turn aside from its direction or course; to deviate,,मोड़ना
divest,to take away (property etc. vested in any one),"preamble, Religious Endowments Act",निर्निहित करना
divesting,,"s. 17(2)(xa), Registration Act",निर्निहित करना
divide,to separate into parts,,विभाजित करना
"divided, court is equally",,,डाकू
divided in opinion,,,राय में बंटे हुए
divided into lots,,,लाटों में विभाजित
dividend,"a share or portion of any sum of money, especially profit of a joint stock company, to be divided amongst a number of persons, the shareholders",,लाभाशं
dividend appropriation account,,,लाभांश विनियोजन लेखा
