English Phrase,Meanings,Acts,Hindi Translation
implication,the fact of being implied without being expressed,,वि वक्षा
"implication, by",,"s. 5(2)(e), Coal Mines (Taking Over of Management) Act",हैबियस कार्पस
implied,indicated not in express words but by logical inference or association or necessary consequence,"s. 11(1), Indian Partnership Act",वि aft त
implied agreement,,,वि वक्षि त करार
implied authority,,"s. 187, Indian Contract Act",वि वक्षि a अधि कार
implied consent,,"ss. 87 and 88, I.P.C.",वि वक्षि त सम्मति
implied contract,,"s. 128(2)(f)(i), C.P.C.",वि वक्षि तसंवि दा
implied promise,,"s. 9, Indian Contract Act",वि वक्षि त वचन
implied terms,,"s. 62, Sale of Goods Act",वि वक्षि a fet बंधन
implied undertaking as to title,,"s. 14, Sale of Goods Act",हक के बारे में वि ae aa वचन
implied warranty,a warranty that the articles sold are merchantable and fit for the purpose for which they are intended,"s. 16(3), Sale of Goods Act",वि afe त वारंटी
impliedly,implicitly; by implication,,वि वक्षि तरूप से
impliedly authorised,,,वि वक्षि त रूप से प्राधि कृत
imply,to enfold; to involve or comprise,,अंतर्हित होना; वि वक्षि त होना
import,1. a thing brought in from a foreign country,,आयात; 2.
import a reference,,"s. 81(3), Trade and Merchandise Marks Act",नि देैंश का दयोतन करना
import bill,,"s. 25(3), Banking Regulation Act",आयात
i m p o r t l i c e n c e,,,आ या ◌ा त अ न
import manifest,,"s. 2(24), Customs Act",आयात सूची
import recommendation certificate,,,आयात fe फारि श प्रमाणपत्र
import report,,"s. 30(1), Customs Act",आयात रि पोर्ट
Import Trade Controller,,,हैबियस कार्पस
imported stores,,,आयाति त मात्र
"Imports and Exports, Chief Controller of",,,हैबियस कार्पस
importance,,,महत् व
important,of great consequence,,महत् वपूणर्
important matter,,"Or. 47, r. 1(i)(e), C.P.C.",महत् वपूणर् बात
implied 203 importation,,"s. 117(2), Trade and Merchandise Marks Act",आयात
importation of live-stock,,"long title, Live-stock Importation Act",पशधुन का आयात
importation or exportation,,"s. 14(1)(a), Customs Act",आयात यानि
imported goods,,"s. 2(25), Customs Act",आयाति त माल; आयात मात्र
importer,,"s. 2(26), Customs Act",आयातकतार्
importing,that imports or signifies,"s. 9, I.P.C.",द्योतक;
importuning,soliciting,"s. 236, Cantonments Act",अति याचना करना
importunity,,"s. 61, Indian Succession Act",अति याचना
impose,"to put, place; to place authoritatively; to levy","s. 29, Court-fees Act and art. 19(2), Const.",अधि WY त करना
impose a fresh stamp,,"s. 29, Court-fees Act",नया स्टांप अधि रोपि त करना
impose fine,,,जुर्माना अधि रोपि त करना
impose restrictions,,"art. 302, Const.","दा. 302, Const.] नि Serer अधि रोपि त करना"
impose tax,,,कर अधि रोपि त करना
imposing,,"art. 23(2), Const.",अधि रोपि त करना
imposition,,"art. 110(1)(a), Const.",अधि रोपण
imposition of duties,,"s. 43(2), Arms Act",कर्तव्य अधि रोपि a करना; शुल्क अधि रोषि त करना
imposition of estate duty,,,संपदा शुल्क का अधि रोपण
imposition of fine,,"art. 110(2), Const.",जुर्माने का अधि रोपण
imposition of penalty,,"s. 17(3), Gift-tax Act",शास्ति का अधि रोपण
impossibility,the quality of being impossible,"s. 36, Indian Contract Act",असंभवता
impossibility of performance of contract,,,संवि दा के पालन की असंभवता
impossibility of the event,,"s. 36, Indian Contract Act",घटना की असंभवता
impossible,not possible,"s. 11, ill. (a), Indian Evidence Act",असंभव
"impossible events, contingent on",,"s. 36, Indian Contract Act",हैबियस कार्पस
impost,"a tax, duty, imposition or tribute","s. 537(2), Companies Act",लाग
impound,to shut up in or as in a pound; to take possession of (a document or the like) for being held in custody in accordance with law,,बद्ध करना
impound a document,to place or keep a document in the custody of a court which is done if it is a forged one or if it is one that has not the adequate stamp affixed to it or if it otherwise appears to be a suspicious document,"s. 30, C.P.C.",दस्तावेज को परि बद्ध करना
impound and retain in custody,,"s. 13(3), Income-tax Act",परिबद्ध करना और अभि कक्षा में प्रति धारि त॒करना
impounded cattle,,"s. 5, Cattle-trespass Act",परिबद्ध पशु
impounding,,,बद्धकरण ; परि बद्ध कि या जाना ; परि बंधन
impounding cattle,keeping cattle under the charge of a pound,- keeper who will not return the same to the owner except on payment of a penalty,को परि Feu करना
impounding goods,placing goods in the possession of a distrainer or officer of court,,माल को TR बद्ध करना
impounding of instruments,,"s. 33, Indian Stamp Act",लि wat का परिबद्ध कि या जाना
Impounding Officer,,"s. 40(3), Indian Stamp Act",बंधन अधि कारी
impracticable,not practicable,"s. 11, Indian Trusts Act",असाध् य; असाधनीय
impressed,imprinted; produced by pressure,"s. 263, I.P.C.","छापि a; [s. 486, LP.C] छपा हुआ"
impressed or adhesive,,"s. 26, Court-fees Act",छापि त या आसंजक
impression,1. the effect produced by external force or influence on the senses or the mind,"s. 28, Indian Evidence Act",मन पर प्रभाव ;
"impression, false",,"s. 395(4A)(a)(ii), Companies Act",भ्रातं धारणा
impressment,forcibly taking for the public service,"s. 3(2), (18), Defence and Internal Security of India Act",अधि कार में लेना
impressment of vessels,,"s. 3(2), (18), Defence and Internal Security of India Act",जलयानों को अधि कार में लेना
imprest,a loan or advance of money,"s. 369(2)(b), expln., Companies Act and art. 267(2), Const.",अग्रदाय
imprest account,,"s. 369, expln., Companies Act",अग्रदाय खाता
imprest amount,,,अग्रदाय रकम
imprest cash account,,,अग्रदाय रोकड़ लेखा
imprest holder,,,अग्रदायधारी
imprest money,,,अग्रदाय धन
imprest stores accounts,,,अग्रदाय सामान लेखा
imprest system,,,अग्रदाय प्रणाली
imprisoned in a civil jail,,"s. 9, Assam Rifles Act",सिविल जेल में कारावासि त
imprisonment,the fact or condition of being imprisoned i.e. confined in prison. As a punishment it consists in the detention of an offender in prison,"s. 3(27), General Clauses Act and art. 361(3), Const.",कारावास
imprisonment for life,,"s. 2(x), Cr. P.C.",आजीवन कारावास
imprisonment for remainder of that person’s natural life,,"s. 376A, I.P.C.",हैबियस कार्पस
imprisonment in default,,,व्यति क्रम के बदले में कारावास
imprest amount 204 imprisonment in military custody,,"s. 80(a), Army Act",हैबियस कार्पस
improbable,not probable,"s. 11(2), Indian Evidence Act",अति अनधि संभाव्य; अत्यंत अनधि संभाव्य
"improbable, highly",,"s. 114, ill. (b), Indian Evidence Act",हैबियस कार्पस
improper,not proper,,अनुचि
improper acceptance of a nomination paper,,"s. 16(c), Manipur (Hill Areas) District Councils Act",नामनि दैंशन पत्र का अनुचि त प्रति ग्रहण
improper acceptance or refusal of a vote,,"s. 16(c), Manipur (Hill Areas) District Councils Act",कि सी मत का अनुचि त प्रति ग्रहण या इंकार
improper admission of evidence,receiving of evidence which was not capable or worthy of being admitted,"s. 167, Indian Evidence Act",साक्ष्य का अनुचि तग्रहण
improper description,,"s. 37, Indian Stamp Act",अनुचि a प्रकार ; अनुचि त वर्णन
improper employment,,,"अनुचि तनि योजन ; (5. 67, ill. (a), Indian Trusts Act] अनुचि त तौर परनि योजन"
improper importation of goods,,"s. 112, Customs Act",माल का अनुचि त आयात
improper performance,,"s. 100, Indian Railways Act",अनुचि त रूप से पालन
"improper reception, refusal or rejection of a vote",,,हैबियस कार्पस
improper rejection of evidence,,"s. 167, Indian Evidence Act",साक्ष्य का अनुचि त अग्रहण
improperly,"not in accordance with propriety, modesty, good taste or good manners","s. 69(3), T.P. Act",अनुचि awa; अनुचि त प्रकार से; अनुचि त तौर पर
improperly forsake his station,,"s. 35(c), Navy Act",अपने स्थान का अनुचि त रूप से त्याग करना
improperly joined,,"Or. 1, r. 10(2), C.P.C.","॥0(2), CP.C] अनुचि a तौर पर संयोजि a; अनुचि त रूप से संयुक्त"
impropriety,the quality or state of being improper,,अनीौचि त्य
improve,to enchance in value or quality,"s. 63A(1), T.P. Act","अभि वृद्धि करना; सुधार करना; उन्‍नत करना; fart. 5A), Const.) संवर्धन करना"
improve the standards,,,स्तरों में सुधार करना ; स्तरों को उन्‍नत करना
improved production,,"preamble, Cotton Textile Companies (Management of Undertaking and Liquidation or Reconstruction) Act",समुन् नत उत् पादन
improvement,1. betterment ; enhancement of augmentation of value or quality,,"अभि वृद्धि ; /s. 20(d), Indian Trusts Act] सुधार; समुन्नति"
improvement of every description,,"s. 7(5), Requisitioning and Acquisition of Immovable Property Act",हर प्रकार का सुधार
improvement of public health and sanitation,,"s. 5(2)(a)(1), Limestone and Dolomite Mines Labour Welfare Fund Act",लोक स् वास् थ् य और स् वच् छता का सुधार
improvement of stocks,,,पश ुसुधार
"improvement trust, city",,,नगर सधुार न् यास
improvement trusts,,"VIIth sch., list II, item 5, Const.",सुधार न् यास
improvident,unforeseeing,"s. 20, expln. 1, Specific Relief Act",अदूरदर्शी
improvident sale,,,अदूरदर्शी वि क्रय
improving the academic life of the university,,"s 26(1)(n), University of Hyderabad Act",वि vata द्यालय के शैक्षणि क जीवन में सुधार करना
improving the standards of newspapers,,,समाचारपत्रों के स्तरों का सुधार करना
improvisation,,,कामचलाऊ ; तात्कालि क व्यवस्था
improvise,,,काम चलाना; व्यवस्था करना; तात्कालि क व्यवस्था करना
imprudence,want of prudence,"s. 91(d), Army Act",ज्ञानहीनता
impugn,,"s. 152(2), Income-tax Act",आक्षैप करना
impurity,,"s. 14(1), Factories Act",अपद्रव् य
imputation,something imputed against (someone),"s. 14, ill. (c), Indian Evidence Act",लाछंन; अभ् यारोपण
impute unchastity,,"s. 506, I.P.C.",असतीत् व का लाछंन लगाना
imputing disgraceful conduct,,"s. 9, ill. (b), Indian Evidence Act",नि BSC आचरण का लांछन लगाने वाला
in a disorderly manner,,"s. 127(1), Representation of the People Act, 1951",विश्रृंखलता से
in a raw state,,,कच् चा
in a state of intoxication,,"s. 10(a), Central Reserve Police Force Act",नशे की हालत में
in a summary way,summarily,"s. 260(1), Cr. P.C.",८7 संक्षेपत
in abeyance,,,नि लंबि a; आस्थगि
in accordance with,,"s. 198, prov., Cr. P.C. s. 12(1), Maternity Benefit Act and s. 10(1)(a), Metal Corporation of India (Acquisition of Undertaking) Act",के अनुसार
in accordance with and subject to the provisions of the section,,"s. 80QQA(1), Income-tax Act",हैबियस कार्पस
in accordance with law,,,वि धि के अनुसार
in accordance with prescribed channels,,"s. 62, Navy Act",वि हि त प्रणाली के अनुसार
in accordance with the provision made in that behalf,,"s. 8(2), Charitable Endowments Act",इस fa fa a fe wav उपबंध के अनुसार
in accordance with the requirements,,"Or. 13, r. 2, C.P.C.",अपेक्षाओं के अनुसार
in accordance with this Constitution,,"art. 53(1), Const.",इस संवि धान के अनुसार
in addition to and not in derogation of,,"s. 18, Petroleum Pipelines (Acquisition of Right of User in Land) Act",के अति रि saat कि उसके अल्पीकरण में
in addition to the amount mentioned,,,वर्णित रकम के अति रि
in adjusting accounts,,"s. 5(1), Civil Courts Amins Act",लेखाओं के समायोजन में
in advance,,"s. 53(2), Companies Act",अग्रि म रूप
in aid of,,"s. 5(2)(b), Limestone and Dolomite Mines Labour Welfare Fund Act",की सहायता के लि ए
in all respects,,"s. 52, Representation of the People Act, 1951",सभी बातों में ; सभी प्रकार से
in alphabetical order,,"sch. V, pt. 1, item. 5(c), Companies Act",वणर्क्रमानुसार
in an exemplary manner,,"s. 78, prov., Navy Act",अनुकरणीय रीति में; अनुकरणीय री ति से
in anticipation of insolvency,,"s. 460(c), I.P.C.",दि वाले का पूर्वानुमान करके
in anticipation of sanction,,,मंजूरी की प्रत्याशा में
in any (warrant) case instituted otherwise than on a police report,,"s. 244(1), Cr. P.C.",हैबियस कार्पस
in any case or instance,,,कि सी भी दशा या अवस्था में
in any country outside India,,"art. 8, Const.",भारत के बाहर कि सी देश में
in any material particular,,,कि सीतात्वि कवि शि ष्टि में
in any material point,,"s. 197, I.P.C.",८7 कि सी तात्वि कबात के संबंध में
in any respect,,,सी भी बाबत; कि सी बारे में ; कि सी बाबत भी
in as full and ample a manner,,"s. 167, Income-tax Act",पूर्ण और व्यापक रीति में
in association with,,"s. 13(2), Trade and Merchandise Marks Act",सहयुकत करके ; के साथ मि
in attendance,present,"s. 309(1), Cr. P.C.",हािज़ र
in bad faith,,"s. 30C(2), Industrial Finance Corporation Act",सद्भावपूवर्क ; असद्भाव से
in blank,,"s. 16(1), Negotiable Instruments Act",नि रंक
in bond,,"s. 3(2)(a), Medicinal and Toilet Preparations (Excise Duties) Act",बंधपत्राधीन
"in bonds, sold",,"s. 71(4), Marine Insurance Act",हैबियस कार्पस
in breach of contract,,,संवि दा का भंग करते हुए
in breach of his official duties,,"s. 134(1), Representation of the People Act, 1951",अपने TERT HACA के भंग में
"in case of difference, the opinion of the majority shall prevail",,"s. 57(2), Indian Stamp Act",हैबियस कार्पस
in cash or in kind,,"s. 9(1)(i), Income-tax Act",हैबियस कार्पस
in certain cases,,,हैबियस कार्पस
in certain respects,,"long title, Trade Unions Act",कपि तय
incharge,,"s. 4(6), Guardians and Wards Act",भारसाधक; प्रभारी
incharge officer,,"s. 87(2), Navy Act",भारसाधक आफि सर
in collaboration with,,"s. 52(g), ill., Copyright Act",के सहयोग से
in combination with,,,के साथ ; के साथ-साथ
in common,"that is shared, experienced or possessed together or equally (see common)","s. 48, Indian Railways Act",शामि ल्लाती
"in common, tenants",,"s. 19(b), Hindu Succession Act",हैबियस कार्पस
in compliance with,,"s. 10(1), Charitable Endowments Act",के अनुपालन में
in computing for the purpose of this clause,,"art. 124(3), expln. II, Const.","०५४४. II, Const] इस खंड के प्रयोजन के लि ए संगणना करने में"
in conflict with law,,"s. 2(1), Juvenile Justice (Care and Protection of Children) Act",विधि का उल्लंघन करने वाला
in conformity with,so as to be in harmony with,"art 145(3), prov., Const.",के अनुरूप; के अनुरूपत:; के अनुकूल
in conjunction with,,,के साथ-साथ; के साथ
in connection with,,,हैबियस कार्पस
in consequence of,,,के परि णामस्वरूप
in consequence of deception,,"s. 29, Indian Evidence Act",प्रवंचना के परि णामस्वरूप
in consideration of marriage,,"s. 9(2)(a), Estate Duty Act","वि वाह हेतु ; [s. 44(7), Presidency-towns Insolvency Act] वि वाह के प्रति फल्रस्वरूप"
in consonance with,,"s. 4(3), Passports Act",के अनुकूल
in consultation with,,,के परामशर् से ; से परामशर् करके
in contemplation of,,"s. 18, Trade Unions Act",को अनुध्यात करते हुए; को ध्यान में रखते हुए
in contemplation of death,,"s. 129, T.P. Act",मतृ् यु को आसन् न मानकर
in contravention of,in violation of,"s. 94(2)(b), Cr. P.C. and art. 13(2), Const.",के उल्लंघन में
in-country escort,,"annex on Implementation and Verification, pt. II, definitions, 9, Chemical Weapons Convention Act",देश के अंदर अनुरक्षक
in course of,,,के दौरान ; के अनुक्रम में
in accordance with this Constitution 205 in due course in default of agreement,,,हैबियस कार्पस
in default of appearance by the defendant,,"s. 38, ill., Presidency Small Cause Courts Act",प्रतिवादी के उपसंजात होने में व्यति क्रम से
in default of bail,,"s. 15(2), Medicinal and Toilet Preparations (Excise Duties) Act",जमानत न होने की दशा में
in default of payment,,"Or. 21, r. 86, C.P.C.",न देने की दशा में
in derogation of,in partial abrogation or repeal (of a law); detracting from; in impairment of,,के अति रि saat कि उसके अल्पीकरण में
"in derogation of interest, right",,,हैबियस कार्पस
in determining any question,,"s. 11(2), Metal Corporation of India (Acquisition of Undertaking) Act",सी प्रश्न के अवधारण में in direct furtherance of को प्रत्यक्षत
in direct furtherance of,,,हैबियस कार्पस
in discharge of his duties,,,अपने कर्तव्यों के नि वैहन में
in disrepair,,"s. 45(e), Arms Act",बे-मरम् मती
in due course,"in the prescribed, normal or logical course of events",,सम्यक्‌ अनुक्रम-धारक; सम्यक्‌ अनुक्रम में धारक
in due course of law,,"s. 145(6), Cr. P.C.",हैबियस कार्पस
in due time,,,सम्यक्‌ समय में
in duplicate,,"s. 23, Inland Vessels Act",दो प्रति यों में ; afa प्रति क
in either case,,"art. 323(2), Const. and Ist sch., pt. I, para I, item II, Finance Act, 1988",दोनों में से प्रत्येक दशा में; दोनों ही दशाओं
in either of cases,,"s. 136(3), C.P.C.",हैबियस कार्पस
in evasion of,,,का अपवंचन करके
in excess of his powers,,,अपनी शक्ति यों के बाहर
in excess of the award,,,हैबियस कार्पस
in extenso,,,विस्तारपूर्वक
in fact,,"s. 3(22), General Clauses Act",तथ् यत: ; वस् तुत:
in favour of,on the side of; to the advantage of; out of a preference for; so as to be payable to,"art. 16(4), Const.",के पक्ष में
"in form, defective",,"s. 44, Indian Lunacy Act",हैबियस कार्पस
"in form, insufficient",,"s. 44, Indian Lunacy Act",हैबियस कार्पस
in forma pauperis,in the character of a pauper,,अकिंचन के रूप में
in fraud of its creditors,,"s. 234(7), Companies Act",उसके लेनदारों को कपटवंचि त करने के लि ए
in fraud of the contract,,"s. 16(b), Specific Relief Act",संवि दा के प्रति कपट करके
in full,,"s. 16(1), Negotiable Instruments Act",पूणर्
in furtherance of,in promoting or advancing,,को अग्रसर करने में; को अग्रसर करने के लि ए
in furtherance of the succession,,,उत्तराधि कार को अग्रसर करने केलिए
in good circumstances,,,अच्छी परि स्थति यों में
in good credit,,,अच् छा प्रत् यय
in good faith,having good faith,"s. 52, I.P.C.",सद्भावपूवर्क; सद्भाव से
in good faith and for consideration,,"s. 96, Indian Trusts Act",सद्भावपूर्ण और सप्रति फल
in good faith without notice and for value,,"s. 27(c), Specific Relief Act",सदभावपूर्वक सूचना के बि ना और मूल्यार्थ
in hand,in one’s possession or control,"s. 10, Limitation Act",हस् तगत
in his judgment,,"s. 31(1), Indian Stamp Act",उसके
in his life-time,,"s. 1, Legal Representatives Suits Act",उसके 6 _ जीवन काल में
in-house research,,"s. 36(2AB)(i), Income-tax Act",आंतरिक अनुसंधान
in ignorance,,"s. 47, prov., Indian Easements Act","अनभि ज्ञ होते हुए in issue ; in dispute (5. 2/(2), Indian Evidence Act] वि वाद्य"
in its discretion,,"s. 155(2), Companies Act",वेकाधि कार; स्ववि वेकानुसार ; स्ववि वेक से
in its entirety,,"s. 39, Indian Contract Act",पूणर्त:
in kind,in the form of goods or property as distinguished from money,,वस्तु रूप में ; वस्तु के रूप में; कि सम में
in law bound,,"s. 165(c), Navy Act",वि fer द्वारा आबदध
in letter and spirit,,,भाषा और भाव की दृष्टि से
in lieu of,in place of; instead of,"s. 90, Cr. P.C.",के स्थान में; के बदले में; के बदले; के बजाय
in like manner,in the same (similar) way,"s. 65A(3), T.P. Act","वैसे ही प्रकार से ; उसी प्रकार से fart. /48(7), Const] उसी रीति से"
in limine,at the outset,,आरंभ में ही
in loco parentis,in the place of a parent,,माता-पि ता के स्थान पर; माता-पि ता के स्थान में
in money or kind,,,हैबियस कार्पस
in no case later than six months,,"art. 62(2), Const.",८०४७/.। प्रत्येक दशा में छह मास बीतने से पहले
in due course of law 206 in progress of the delivery in obedience to,,,हैबियस कार्पस
in obedience to a decree,,"s. 10(1), Charitable Endowments Act",डि क्री के अनुपालन में
in obedience to summons,,,समन के आज़ानुवर्तन में > समन के पालन में
in obedience to the law,,"s. 300, excep. 2, I.P.C.",हैबियस कार्पस
in occupation,,"s. 35, Arms Act",अधि भोगी
in office,,"art. 370(1), expln., Const.",पदस् थ;
in open court,,,खुले न्यायात्रय में
in order that,,,एकि
in pari delicto,where both parties are equally in fault,,समदोषी
in pari materia,in pari causa; in an analogous cause or case,,समवि van; एक ही विषय के
in part,partly,,भागत: ; अंशत:
in particular,particularly,"art. 38(2) and art. 111, prov., Const.",वि शि ष्टतया;वि शि
in particular and without prejudice to the generality of the foregoing power,,"s. 18(2), Citizenship Act",हैबियस कार्पस
) in pay,,,वेतन पाने वाला ; वेतन भोगी
in person,,"s. 287(2), Cr. P.C.",स् वयं ;
in personem,in respect of a person; proceeding in personem is one directed or with reference to a specific person,,"व्यक्ति - बंधी in point of form, defective ३"
"in point of form, defective",,"s. 44, Indian Lunacy Act",हैबियस कार्पस
"in point of form, insufficient",,"s. 44, Indian Lunacy Act",हैबियस कार्पस
in point of law,,,वि धि की बात के कारण; वि fa की दृष्टे से
in practice,,"s. 2(2), Chartered Accountants Act",व्यवसाय
in preference to,,,हैबियस कार्पस
in present or future,,"s. 18(cc), Registration Act",हैबियस कार्पस
in priority,,"art. 127(2), Const.",८०४७/ पूर्विकता देकर
in private,,"s. 9, Indian Lunacy Act","एकांत में; [s. 22(7,, Administrative Tribunal Act] असार्वजनिक रूप से; [s. 6000, Delhi Rent Control Act] Were रूप से"
in progress of the delivery,,"s. 34, Sale of Goods Act",दान चालू रहने के दौरान
"in public, appear",,"s. 55(1), prov., thirdly, C.P.C., s. 47(2), prov., Cr. P.C. and s. 42, Indian Lunacy Act",हैबियस कार्पस
in pursuance of,in carrying out; in exercise of the power granted by,,के अनुसरण में
in quarters,in living accommodation,"s. 7(b), Assam Rifles Act",में
in question,in dispute; at issue,"s. 14, expln., Indian Evidence Act",प्रश् नगत
in reckoning,,"art. 108(2), Const.",गणना करने में in reference ७०
in reference to,,,हैबियस कार्पस
in relation to any form of labour,,"s. 2(i)(h), Bonded Labour System (Abolition) Act",कि सी प्रकार के श्रम के संबंध में
in relation to the same or similar labour,,"s. 2(i)(a), Bonded Labour System (Abolition) Act",उसी श्रम या उसी प्रकृति के श्रम के संबंध में
in replacement of,,"s. 33A(1)(ii), Income-tax Act",के स् थान पर
in respect of,1. seeing that,,की ee से; 2. 85 regards के बारे में; की बाबत
in respect of deposits of securities,,"s. 2(k), Foreign Exchange Regulation Act",८0 प्रति भूति यों की जमाराशि संबंधी in restraint ०
in restraint of,,,का अवरोधी ; का अवरोधक
"in restraint of legal proceedings, agreement",,"s. 28, Indian Contract Act",हैबियस कार्पस
"in restraint of marriage, agreement",,"s. 26, Indian Contract Act",हैबियस कार्पस
"in restraint of trade, agreement",,"s. 27, Indian Contract Act",व् यापार का अवरोधक करार;
in separate parts,,"s. 28, Indian Stamp Act",पृथक्‌-पृथक्‌ भागों में
in service training,,"s. 10(h), All India Council for Technical Education Act",८6 सेवागत प्रशि क्षण
in specie or kind,,,नकद या वस्तु रूप में
in substitution for,,,के स् थान पर
in substitution of,,,हैबियस कार्पस
in subversion of,,,का ध् वंसक ; के ध् वंसात् मक रूप से
in succession,,"art. 124(3)(a), Const.",लगातार
in suit,which is in issue in the suit,,वादांतगर्त
in-take well,,"s. 11(a), Railways Act",अंत
"in public, appear 207 in terms of money",,,हैबियस कार्पस
in terms of the section,,,धारा के निबंधनानुसार
in terms sufficiently precise,,,पर्याप्त रूप से प्रमि त शब्दों में
in the absence of a contract to the contrary,,"s. 45, T.P. Act",तत्प्रति कूल संवि दा के अभाव में ; इसके प्रति Hor संवि दा के अभाव में
in the absence of an express declaration to the contrary,,"s. 26, prov., Indian Trusts Act",हैबियस कार्पस
in the aggregate,,,"कुल मि लाकर; [s. 24, Industrial Finance Corporation Act] जि सका योग..... हो"
in the alternative,,,अनुकल् पत:; अनुकल् पी
"in the case of a woman who has been married to an Indian citizen for not less than two years, whose marriage is still subsisting and who has visited India at least once",,,स
in the case of an equality of votes,,"art. 96(2), Const.","बराबर होने की दशा में in the course of ; (5. /0(I), Mines Act] के अनुक्रम में; /& 435(3/(0), Workmen’s Compensation Act] के दौरान"
in the course of,,"s. 10(1), Mines Act",हैबियस कार्पस
in the course of the suit,,,वाद के दौरान
in the course of trial,,"s. 143(1), Navy Act",वि चारण के अनुक्रम में
in the course of trade,,"s. 2(1)(c), Trade and Merchandise Marks Act",८६ व्यापार के अनुक्रम में
in the discharge of functions,,"s. 24(11), Wealth-tax Act",कृत्यों के नि वहन में
in the estimation,,"s. 499, expln. 4, I.P.C.",दृष्टि में
in the event of death or inability,,"s. 193(b), Companies Act",मृत्यु की या अक्षमता की दशा में
in the event of equality of votes,,,मत बराबर होने की दशा में
in the execution of office,,"s. 83, Presidency-towns Insolvency Act",पद के नि ष्पादन में in the exercise of ; making use of; putting in operation of का प्रयोग करते हुए
in the exercise of,making use of; putting in operation of,,का प्रयोग करते हुए
in the exercise of functions,,"art. 74(1), Const.",कृत्यों का प्रयोग करने में
in the first instance,as the first step in proceeding; in the first place,,प्रथमत:; सवर्प्रथम
in the form and manner prescribed,,"art. 6(b)(ii), Const.",विहि त प्ररूप में और रीति से
in the form in which it was passed,,"art. 109(4), Const.",उस रूप में जि समें वह पारि तकि या गया था
in the form of question and answer,,"Or. 18, r. 5, C.P.C.",प्रश्नोत्तर के रूप में
in the hands of a bona fide holder for value,,"preamble, Indian Bills of Lading Act",मूल्य के लि ए सदभावपूर्वक धारक के पास
in the interest of the economic development of the country,,"long title, Foreign Exchange Regulation Act",हैबियस कार्पस
in the interests of justice,,"s. 11, Coroners Act",न्याय के
in the interests of the general public,,"art. 19(5), Const.",साधारण जनता के हि त में
in the judgment of,,"s. 148(b), Army Act and s. 321, Cr. P.C.","८7 केवि चार में; [s. 7(2), Inland Vessels Act] BFA र्य में"
in the least intrusive manner possible,,"sch., art. 9, item 19, Chemical Weapons Convention Act","जहां तक संभव हो, कम से कम हस्तक्षेप करना"
in the light of,,"s. 3(1), Working Journalists (Fixation of Rates of Wages) Act",को ध्यान में रखते हुए
in the manner provided,,"art. 124(2), 2nd prov. (b), Const.",उपबंधि त रीति से
in the matter of,,,हैबियस कार्पस
in the meantime,,"s. 360(1), Cr. P.C.",इस बीच; अभ्यंतर काल में; अभ्यंतर में in the nature ०
in the nature of,,,हैबियस कार्पस
in the nature of a debt,,"Or. 36, r. 1(2)(b)(ii), C.P.C.",ऋणस् वरूप
in the nature of a surety,,"s. 45(4), Presidency-towns Insolvency Act",८0 प्रति भू स्वरूप
in the nature of capital expenditure,,"s. 35(1)(i), Income-tax Act",पंूजीगत व् यय के प्रकार का
in the opening portion,,,क भाग में
in the opinion of,,,की राय में
in the ordinary course of business,,"s. 27, prov., Sale of Goods Act",के मामूली अनुक्रम में
in the ordinary course of trade,,"sch., art. VI, prov., Indian Carriage of Goods by Sea Act",के सामान्य अनुक्रम में
in the performance of his duties,,"s. 5(3), Dakshina Bharat Hindi Prachar Sabha Act",उसके कर्तव्यों के पालन में
in the place and stead of,,"preamble, Railway Companies (Substitution of Parties in Civil Proceedings) Act",के स्थान पर और बदले में
in the possession or power,in one’s possession or within one’s control,,कब्जे में या शक्‍्त्याधीन
in the premises,,,इस पृष्ठभूमि में; सारवाक्य में
in the prescribed manner,,,वि हि तरीति से in the presence and hearing of की उपस्थे fa और श्रवणगोचरता में
in the presence and hearing of,,,हैबियस कार्पस
in the same interest,,,एक ही हि
in the sense,,,इस अर्थमें
in the time of,during the life time of,"s. 1, Legal Representatives Suits Act",के जीवनकाल
in their entirety,,"s. 35A(3), Income-tax Act",उसके समग्र रूप में
in their own right,,"s. 467(2), Companies Act",स्वाधि कार से ही
in the nature of a debt 208 in this state of affairs,,,हैबियस कार्पस
in this view of the matter,,,मामले को इस दृष्टे से देखते हुए; ऐसी वस्तुस्थिति में; मामले की इस दृष्टि से
in time,,,समय पर
in time of action,,"s. 34(b), Army Act",संघषर् के समय
in time of war,,,युद्ध के समय
in token of the fact,,,तथ् य के प्रमाणस् वरूप
in token of the inspection,,"s. 209A(4)(ii), Companies Act",नि रीक्षण के प्रतीकस्वरूप
in token thereof,,,उसके प्रती कस् वरूप
in token of reverence,,"s. 2(b), Rajghat Samadhi Act",श्रद्धास् वरूप
in transit,,,अभि वहन में
in transit authorisation,empowering the goods that are in journey,,अभि वहन प्राधि करण; अभि वहन कि ए जाते हुए माल का प्राधि कार देना
in trust for the national bank,,"s. 29(1) and (2), National Bank for Agriculture and Rural Development Act",बैंक के लि एन्‍यास के रुप में
in unmanufactured state,,"s. 14(ii), Central Sales Tax Act",को देखते हुए; HEME में रखते हुए; को ध्यान A रखते हुए
in violation of,,"s. 405, I.P.C.",का अति क्रमण करके
in virtue of,through the force of; by authority of,"s. 32(1), Cr. P.C.",के आधार पर
in warrant for detention,,,हैबियस कार्पस
in which the word occurs,,"s. 3(9), General Clauses Act",जि समें वह शब्द आता है
