English Phrase,Meanings,Acts,Hindi Translation
meet the ends of justice,,"s. 12(3), Contempt of Courts Act",न् याय का उद्देश् य पूरा होना 
meeting,assembling of a number of persons for discussions and acting up on some matter of common interest; sitting on a particular session,"s. 9(2)(b), Food Corporations Act",बैठक 
meeting current liabilities,,"s. 212(5)(b)(iv), Companies Act",चात्रू दायि cat का निर्वहन करना
"meeting, extraordinary general",,,असाधारण आम सभा
"meeting, general",,,मशीन 
"meeting, ordinary general",,,साधारण आम सभा
"meeting, public",,,मशीन 
"melody and harmony, combination of",,"s. 2(p), Copyright Act",मशीन 
member,each individual belonging to a society or assembly,,सदस् य
"member, associate",,,सहयुक् त सदस् य
"member, co-opted",,,सहयोिज त सदस् य
"member, corresponding",,,मशीन 
member elected from amongst themselves,,"s. 2(c), Pharmacy Act",अपने में से निर्वाचित सदस्य
"member, engineering",,,मशीन 
member for finance,,,वित्त सदस्य
member of forward market,,"s. 43(5)(c), Income-tax Act",वायदा बाजार का सदस् य
member of institute,,"s. 21(7), expln. II, Chartered Accountants Act",संस् थान का सदस् य
member of institute 263 member of legislative body,,"s. 135A, C.P.C.",मशीन 
member of legislative council,,,धान परि Ye सदस्य
Member of Parliament,,,संसद् का सदस् य 
member of the Force,,"s. 2(C), Railway Protection Force Act",बल सदस् य
"Member, Railway Public Service Commission",,,"""सदस् य, रेल लोक सेवा आयोग"""
member secretary,,"sch., item 5(5), Aligarh Muslim University Act",सदस्य-सचि व
"member, transportation",,,मशीन 
members of the Armed Forces,,"art. 33, Const.",सशस्त्र बलों के सदस्य
members present and voting,,"sch., statue 38(4), University of Hyderabad Act",उपस्थि त तथा मतदान करने वाले सदस्य
members present shall be a quorum,,"s. 174(5), Companies Act",उपस्थि त सदस्य ही गणपूर्ति होंगे
members voluntary winding up,,"s. 488(5), Companies Act",सदस्यों gan स्वेच्छा से परि समापन
membership of the company,,"s. 41, Companies Act",कंपनी की सदस्यता
memoranda of credits,,,पावनों का ज्ञापन
memoranda of documents,,"s. 69(1)(f), Registration Act",दस्तावेजों के ज्ञापन
memorandum,the writing in which the terms of a transaction or contract are embodied; a note to help the memory; a summary of the grounds for or against an action,"art. 340(3), Const.",ज्ञापन बनाना
memorandum and articles of association,,"s. 4(3), Indian Iron and Steel Company (Taking Over of Management) Act",संगम ज्ञापन और संगम अनुच्छेद
memorandum book,a book for recording memoranda i.e. notes to help the memory,"s. 32, ill. (m), Indian Evidence Act",याददाश्त पुस्तक 
memorandum of a body,,"s. 25(8)(d), Companies Act",नि काय का ज्ञापन
memorandum of an agreement,,"s. 23A(1), Indian Stamp Act",करार का ज्ञापन
memorandum of appeal,a formal writing setting out the summary of the grounds of appeal,"s. 7(iv)(f), Court-fees Act",अपील का ज्ञापन
memorandum of appearance,a formal writing filed by a pleader stating the name etc. of the party authorising him to put in appearance on its behalf,,उपसंजाति ज्ञापन 
memorandum of association,"a document to be subscribed by seven or more persons associated for a lawful purpose by subscribing and otherwise complying with the requisitions of the companies, acts in respect of registration, they may from themselves into an incorporated company, with or without limited liability","s. 2(b), Indian Statistical Institutions Act",संगम ज्ञापन
memorandum of cross-objections,a formal writing setting out the grounds of objections to a decree or order which has been appealed against by the opposite party,"s. 12(4), Companies (Profits) Surtax Act",८॥ प्रत्याक्षेपों का
memorandum of document,,"s. 54, Registration Act",दस्तावेज का ज्ञापन
memorandum of objection,"a formal writing embodying adverse reasons, arguments or contention etc.","Or. 41, r. 22(4), C.P.C",आक्षेप का ज्ञापन
memorandum of reconciliation,,,समाधान वि वरण
memorandum of satisfaction,,"s. 138(3), Companies Act",चुकाए जाने का ज्ञापन
memorandum of settlement,,"s. 12(3), Industrial Disputes Act",समझौता ज्ञापन
memorandum of substance,,"Or. 18, r. 13, C.P.C.",सार का ज्ञापन
memorandum of understanding,,"r. 6(a)(iii), Government of India Transaction of Business Rules",सहमति-पत्र
memorial,"1. a statement of facts forming the basis of or expressed in the form of a petition to a person in authority, a government, etc.","s. 163, ill., I.P.C. and art. 320(3)(c), Const.",अभ् यावेदन 
memorialist,one who presents a memorial,,अभ् यावेदक
memory,recollection of past events; capacity to so recollect,"s. 172(3), Cr. P.C.",स्मृति
memory function,,"s. 2(a), Information Technology Act",स्मृति फलन
menial establishment,,,चतुथर्वगर् स् थापन
menstrual courses,,"s. 2(b)(i), Muslim Women (Protection of Rights on Divorce) Act",ऋतुस्राव
menstrual flow,,"sch. No. 13, Drugs and Magic Remedies (Objectionable Advertisements) Act",ऋतुस्राव
menstruation,,"s. 2(b)(i), Muslim Women (Protection of Rights on Divorce) Act",ऋतुस्राव
mensuration officer,,,क्षेत्रमि ति अधि कारी
mental abnormality,,"s. 125(1)(c), Cr. P.C.",मानसि क असमान्यता
mental affection,,"s. 27(8), Presidency-towns Insolvency Act",मानसिक
mental capacity,,"s. 16(2)(b), Indian Contract Act",मानसि क सामर्थ्य
mental complaint,,"s. 31(1), Children Act",मानसि क व्याधि
mental condition,condition or state of mind,"s. 3(2), Indian Evidence Act",मानसि क दशा
mental defectiveness,,"s. 20(2), Representation of the People Act, 1950",मनोवैकल् प 
mental hospital,,"s. 47(1), Children Act",मानसि क अस्पताल
mental infirmity,debility or unsoundness of mind; mental indisposition,"Or. 32, r. 15, C.P.C.",मानसि क दोर्बल्य
mental or bodily distress,mental or physical pain or anxiety; vexation or injury,"s. 16(2)(b), Indian Contract Act",मानसि क या शारीरि क कष्ट
mental or physical affliction,,"s. 27(8), Presidency-towns Insolvency Act",मानसि क या शारीरि क व्याधि
mental or physical defect,,,मानसि कयाशारीरि क त्रुटि
mental retardation,,"s. 80DD(b), Income-tax Act and s. 2(i),(vi) and (r), Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act",मानसिक मंदता
mentally incapacitated,,"s. 15A(b), Wealth-tax Act",मानसि क रूप से अशक्त 
mention,,,वर्णन करना 
mention in despatches,,,परि प्रेषणों में उल्लेख ( डि स्पेच में उल्लेख
mentioning,,,मौखिक आवेदन
mercantile,of or relating to merchants or their trade; that deals with commercial affairs,"s. 178, Indian Contract Act",वाणि ज्ये क
mercantile document of title to goods,,"s. 137, expln., T.P. Act",माल पर हक की वाणि st क दस्तावेज
mercantile marine,,,वाणि ज्ये क समुद्री बेड़ा
mercantile or other usage,,"s. 29, expln. II, I.P.C.",वाणि sf& कया अन्य प्रथा
mercantile system of accounting,,,वाणि sf क लेखा पद्धति
merchandise,all commodities which merchants usually buy and sell whether at wholesale or retail,"s. 54, ill. (c), Indian Contract Act","०, Indian Contract Act] वाणि"
merchant banking services,,"s. 65, Finance Act, 1994",वाणिज्यिक बैंककारी सेवाएं
merchant marine,,"Ist sch., art. 13(5), Geneva Conventions Act",वाणि ज्यि क समुद्री बेड़ा
merchant shipping,,,वाणि ज्ये
merchant vessel,craft or ship used for carrying the merchandise over the sea,"s. 137, I.P.C.",वाणि ज्ये क जत्रयान 
merchantable quality,a quality which makes a thing saleable and fit for market; such quality as will bring the ordinary market price,"s. 16(2), Sale of Goods Act",वाणि sft क wafer टी
merchanting business,,"s. 43(5)(a), Income-tax Act",वाणि sf& क कारबार
merchant’s firm,a trading firm,"s. 32, ill. (d), Indian Evidence Act",वाणि SX क फर्म 
mere possibility of a like nature,,"s. 6(a), T.P. Act",इसी प्रकृति की संभावना मात्र
mere right to sue,,"s. 60(1), prov. (e), C.P.C.",०) C.P.C.] वाद लाने का अधि कार मात्र
merely contingent or possible right,,"s. 60(1)(m), C.P.C.",८./ केवल समाश्रि त या संभव अधि कार
merged territories,,"s. 3(34), General Clauses Act",वि लीन राज्यक्षेत्र
merit,,,गुणागुण 
"merit, academic",,,मशीन 
merit list,,,योग् यता सूची
meritorious,,"s. 12A(2)(c), University Grants Commission Act","७. /2A(2)(c), University Grants Commission Act] प्रतिभाशाली"
meritorious service medal,,,सराहनीय सेवा पदक
merits,the real or substantial grounds of action or defence in contradistinction to some technical or collateral matter raised in the course of the case,"s. 69, Presidency Small Cause Courts Act",गुणागुण
merits of issue,,"s. 15C(3), Wealth-tax Act",वि वाद्यक के गुणागण
merits of performance,,"s. 499, 6th excep., I.P.C.",के गणागण
merits of application,,,आवेदन के गुणागुण
merits of the case,,"s. 499, 5th excep., I.P.C.",मामले के गुणागुण
merits of the claim,worthiness of the claim,"Or. 33, r. 4(1), C.P.C.",दावे का गुणागुण
mesne mortgagee,a person in whose favour a mortgage is executed on a date intermediate between the dates of other mortgages of the same property,"s. 94, T.P. Act",मध्यवर्ती बंधकदार
mesne profits,the profits which a person in wrongful possession of property actually received or might with ordinary diligence have received therefrom together with interest on such profits but shall not include profit due to improvement made by the person in wrongful possession,"s. 2(12), C.P.C.",अंत
messman,,,मैसमेन
mess supervisor,,,भोजनालय पर्यवेक्षक
message,,"art. 86(2), Const.",संदेश
message checker,,,संदेश पड़तालकतार्
messenger,,,संदेशवाहक
"messenger, special",,"Or. 5, r. 30(3), C.P.C.",मशीन 
metal token,,,धातु सि
metallurgical machinery,,"sch. I, item 8A(7), Industries (Development and Regulation) Act",धातुकर्म मशीनरी 
metallurgist,,,धातुकर्मी
meteorological organisation,,,मौसम वि ज्ञान संगठन
meteorological services,,"s. 12(5), International Airports Authority Act",मौसम वि ज्ञान संबंधी सेवाएं
meteorologist,,,मौसम वि ज्ञानी
meter guage (M.G.),,"rule No. 2(h), Red Tariff No. 19",मी. ला. (मीटर लाइन)
meter inspector,,,मीटर नि रीक्षक
meter mechanic,,,मीटर मैकेनि क
meter reader,,,मीटर वाचक
mercantile document of title to goods 264 midwife or dai meter repairer,,,मशीन 
meter testing superintendent,,,मीटर परीक्षण अधीक्षक
metering clerk,,,मीटर क् लकर्
"metes and bounds, by",ascertained by measurements and boundaries,,माप और सीमांकन करके
method of accounting,,"s. 145(1), Income-tax Act",लेखा पद्धति
method of compulsion,,"s. 366, I.P.C.",वि वश करने का साधन
method of instruction,,"s. 15(a), North-Eastern Hill University Act",शि क्षण का तरीका
method of warfare,,"s. 7(2)(e), Chemical Weapons Convention Act",युद्धपद्धति
meticulously,,,पूरी बारीकी से
metric ton,,"s. 2(a), Marking of Heavy Packages Act",मीटरी टन
metric unit,,"preamble, Central Excises (Conversion to Metric Units) Act",८0 मीटरी मात्रक
metro railways,,"title, Metro Railways (Construction of Works) Act",भूमिगत रेल
Metropolitan Council,,,महानगर oft षद्‌ (मैट्रोपोलि Cot काउंसि ल
Metropolitan Magistrate,,"s. 20(2), Prevention of Food Adulteration Act",महानगर मिज स् टे्रट
mica mine,,,अभ्रक खान
mica mines labour welfare fund advisory committee,,,अभ्रक खान श्रम कल्याण नि धि सलाहकार समि ति
micro-biologist,,,सूक्ष्मजीव वि ज्ञानी
microfiche,1.,"s. 2(h)(ii), Freedom of Information Act",माइक्रोफिश 
microscopical examination,,"s. 8(b), Dourine Act",सूक्ष्मदर्शीय परीक्षण
microwave,,"s. 2(j), Information Technology Act",सूक्ष्मतरंग
middle standard pass,,,मि f ata उत्तीर्ण
midshipman,,"s. 3(23), Navy Act",मि डशि पमैन
midwife or dai,,,मशीन 
midwifery,,"1st sch., Indian Medical Council Act",प्रसूति-विद्या
migrants,,,प्रवासी 
"migrated to the territory of India, has",,"art. 6, Const.",मशीन 
migration,the act of moving from one place to another,"VIIth sch., list I, item 81, Const.",प्रव्रजन
migration certificate,,,प्रवास प्रमाणपत्र
milch and draught cattle,,,दधुारू और भार वाहक पश ु
mile stone,,"s. 4(iii), National Highways Act",मील पत् थर
mileage,1. an allowance for travelling expenses at a certain rate per mile,,मील भत्ता 
mileage allowance,,,मील भत्ता
military,1. army,"s. 132(3)(a), Cr. P.C.",सेना 
military aircraft,,"s. 2(g), Naval and Aircraft Prize Act",सैनि क वाययान
military attache,,,सैनि क अताशे
military authority,,,सैनि क अधिकारी
military considerations,,"art. 32, Geneva Conventions Act",सामरि क महत्व की बातें
military court,,"s. 2(b), Geneva Conventions Act",सैनि क न्यायालय
military custody,,"s. 3(xiii), Army Act",सैनि क अभि रक्षा
Military Engineering Service,,"s. 2(xia), Cantonments Act",सैनि क अभि यन्ता सेवा
Military Estate Officer,,"s. 41(2), Cantonments Act",सैनि क संपदा अधि कारी
military exgencies,,"s. 117(3), Army act",सैन्य अभ्यावश्यकताएं 
military field telegraph office,,"s. 2(g), Tax on Postal Articles Act",८४ सैनि क क्षेत्र तारघर
military force,,,क बल
military importance,,"art. 257(2), Const.",क महत्व
military knowledge,,"s. 134, Army Act",सैनि क ज्ञान
military lands and contonments directorate,,,सैनि क भूमि और छावनी नि
military law,"the law relating to and administered by military courts, it is concerned with the trial and punishment of offences committed by military officers, soldiers and the like","s. 7, Army Act",सैनि कवि धि 
military manoeuvres,,,क युद्धाभ्यास
"military, naval or air force","army, navy or air force","s. 475(1), Cr. P.C.","""सेना, नौसेना या वायुसेना"""
"military, naval or air force station",,"s. 475(1), Cr. P.C.",मशीन 
military occupation,,"s. 3(i)(c), Army Act",सैनि क्रंद्यंखजझा09/0 सैनि
Military Officer,,,सेना अधि कारी 
military operation,,"s. 2(d), Defence and Internal Security of India Act",सैनि क संक्रि या
military or victualling stores,,"s. 11, Naval and Aircraft Prize Act",सैनि क सामान या रसद
military pecuniary reward,,"s. 3(xiv), Army Act",क धनीय इनाम
military receivable order,,,सेना प्राप् य आदेश
military reward,,"s. 3(xiv), Army Act",क इनाम
military secretary to the President,,,राष्ट्रपति का सैनि क सचि व
military works,,"s. 2(xii), Cantonments Act",सैनि क संकर्म
militias,,"art. 13, Geneva Conventions Act",क सेना
midwifery 265 mining board milk collection and chilling centre,,,मशीन 
milk dispenser,,,दूध वि तरक
milk supply scheme,,,पूर्ति योजना
mill,a building or a collection of buildings with machinery by which the process of manufacturing is carried on,,मिल
millwright,,,लराइट
millwright inspector,,,लराइट नि रीक्षक
mimetic,,"s. 28(y)(i), Delhi Police Act",स् वांग
mind,,"s. 14, Indian Evidence Act",मन 
"mind, sound",,"s. 12, Indian Contract Act",मशीन 
"mind, unsound",,"s. 12, Indian Contract Act",मशीन 
mine,"an excavation made in the earth for the purpose of digging metallic ores or coal, salt, precious stones, etc.","s. 2(1)(i), Mines Act and s. 2(g)(iii), Contract Labour (Regulation and Abolition Act",खान
mineral fuels,,"sch. I, item 6, Central Excises and Salt Act",खनि ज ईंधन
mineral oil,,"s. 2(h), Oil Industry (Development) Act",खनिज तेल
mineral oil resource,,,खनि ज तेल साधन
mineral or forest rights,,,खनि ज या वन संबंधी अधि कार
mineral output,,,खनि ज उत्पाद
mineral technologist,,,खनि जशि cafe ज्ञानी
mineral technology laboratory,,,खनि ज शि coe ज्ञान प्रयोगशाला
mineralogist,,,खनि जवि ज्ञानी
minerals,,,खनि ज
Mineral and Metals Trading Corporation,,,खनि ज और धातु व्यापारनि गम
minerals lying under the land,,"s. 3(1), Land Acquisition Act",भूगर्भ में सथि त खनि ज
miners,,,खनक
mines and minerals,,,खान और खनि ज
minimise the degree of compliance,,"s. 9(1A)(a), Cotton Ginning and Pressing Factories Act",अनुपालन की मात्रा में कमी होना 
minimise the inequalities,,"art. 38(2), Const.",असमानताओं को कम करना
minimum contracts premium,,,न्यूनतम संवि दा प्रीमि यम
minimum degree of dilution,,"s. 17(1)(i), Water (Prevention and Control of Pollution) Act",तनुकरण की न्यूनतम डिग्री
minimum distribution,,"s. 107A(1), Income-tax Act",न्यूनतम fa तरण
minimum number of judges,,"art. 145(2), Const.",न्यायाधीशों की न्यूनतम संख्या
minimum piece rate,,"s. 3(2)(b), Minimum Wages Act",न् यूनतम मात्रानुपाती दर
minimum wage inspector,,,न्यूनतम मजदूरी नि रीक्षक
mining,1. the process or business of making or working of mines,"s. 12(1), expln., Mines Act",खनन 
mining board,,"s. 12(1), expln., Mines Act",खनन बोडर्
mining company,,"s. 10(2), Coal Mines (Taking Over of Management) Act",खनन कंपनी
mining lease,,"s. 3(c), Mines and Minerals (Regulation and Development) Act",खनन पट्टा
mining officer,,,खनन अधि
mining operation,,,खनन aie या
minister,,"art. 74(2), Const.",मंत्री
"Minister, Chief",,"art. 163, Const.",मुख् य मतं्री
"Minister, Deputy",,,उप मतं्री
minister envoy,,,मंत्री दतू
minister of chapel,,"s. 59, Indian Divorce Act",चैपल का
minister of church,,"s. 59, Indian Divorce Act",चर्च का
minister of religion,religious functionary,,धर्म-कर्म कराने वाला (fA नि स्‍टर
Minister of State,,,राज् य मंत्री
"Minister, Prime",,"art. 74(1), Const.",प्रधान मंत्री
Minister without portfolio,,,निर्विभाग मंत्री
ministerial,,"s. 5(11B), Aligarh Muslim University Act",अनुसचि वीय 
ministerial nature,,"s. 13, Presidency Small Cause Courts Act",अनुसचि वीय प्रकृति
ministerial staff,,"s. 125(1)(b), Income-tax Act",अनुसचि वीय कर्मचारि वृंद
"Ministers, Council of",,"art. 74(1), Const.",मशीन 
Ministers of States,,,राज्यों के मंत्री 5 राज्य-मंत्री
Ministers of the Union,,,संघ के मतं्री
Ministry,,,मतं्रालय 
Ministry of External Affairs,,,वि देश मंत्रालय
Ministry of Finance,,,वि 7 मंत्रालय
Ministry of Home Affairs,,,गहृ मतं्रालय
Ministry of Industrial Development,,,औदयोगि क वि कास मंत्रालय
Ministry of Information and Broadcasting,,,सूचना और प्रसारण मंत्रालय
Ministry of Railways,,,रेल मंत्रालय
Ministry of Toursim and Civil Aviation,,,पर्यटन तथा नगर वि मानन मंत्रालय
mining company 266 minor,1. a person who has not attained majority,"s. 2(e), Citizenship Act",अप्राप् तवय 
minor child,,"s. 4(1)(a)(ii), Wealth-tax Act",अवयस् क संतान
minor crops,,,गौण फसलें
minor head,,,लघु शीषर्
minor irrigation,,,लघु सिंचाई
"minor irrigation, soil conservation and area development",,,मशीन 
minor minerals,,"ss. 3(e) and 14, Mines and Minerals (Regulation and Development) Act",गौण खनि ज
minor offence,an offence of less importance,"s. 222(1), Cr. P.C.",छोटा अपराध
minor ports,,,लघु पत्तन
minor plaintiff,,"Or. 32, r. 12(1), C.P.C.",००.८३ अप्राप्तवय वादी
minor punishment,,"s. 11(1), Central Reserve Police Force Act",छोटा दंड
minorities,,"art. 30(1), Const.",अल् पसंख् यक वगर्
minority,1. the state or condition of being minor,"s. 14, T.P. Act",अप्राप् तवयता 
minority educational institution,,"s. 2(ii)(g), National Commission for Minority Educational Institutions Act",अल्पसंख्यक शैक्षणिक संस्था
minority school,,"s. 2(o), Delhi School Education Act",अल्पसंख्यक विद्यालय
minor’s interest,,"Or. 32, r. 9(1), C.P.C.",अप्राप्तवय का हित
minor’s welfare,,"Or. 32, r. 4(2), C.P.C.",अप्राप् तवय का कल् याण
mint,a place where money is coined under public authority,"s. 244, I.P.C.",टकसाल
mint superintendent,,,टकसाल अधीक्षक
minus debit of the balance,,,अति शेष का ऋण वि कलन
minute,1. the 60th part of an hour,,सारांश दर्ज करना
minute book,,,कार्यवृत्त पुस्तक
minute of dissent,,"s. 16(1), prov., Industrial Disputes Act",सम्मति काटि coor
minutes,"the record of proceedings of a meeting of an assembly committee etc., a brief summary of events or transactions","s. 14(5), Industrial Finance Corporation Act","॥4(5), Industrial Finance Corporation Act] कार्यवृत्त"
missapplication,"the action of misapplying; improper, illegal, wrongful or corrupt use or application of funds, property, etc.","s. 14, Charitable Endowments Act",दरुुपयोजन
misapply,to apply improperly (some money or property),"s. 15, ill. (h), Indian Trusts Act",दरुुपयोजन करना
misapprehension,,"s. 5(2)(s), Terrorist and Disruptive Activities (Prevention) Act",मिथ्याबोध
misappropriation,appropriating to wrong use,"s. 403, I.P.C.",दुर्विनि योग
"misappropriation, criminal",dishonestly misappropriating or converting to one’s own use any movable property,"s. 403, I.P.C.",मशीन 
misappropriation of cost,,,रोकड़ का दुर्विनि योजन
misappropriation of property,,"s. 439, I.P.C.",८7 संपत्ति का दुर्विनि योग
misbehaviour,"ill conduct, improper or unlawful behaviour",,कदाचार
misbranded,branded falsely or in a misleading way,"s. 2(ix), Prevention of Food Adulteration Act",मि थ्या छापवाली
misbranded drug,,"s. 10(b), Drugs and Cosmetics Act",छापवाली ओषधि
miscarriage,untimely delivery (of a woman),"s. 3(j), Maternity Benefit Act",गभर्पात
miscarriage of justice,prejudicial to substantial rights of a party,,न्याय की हत्या 
miscellaneous,of various kinds; of mixed composition or character,,प्रकीर्ण (वि वि ध
miscellaneous clerk,,,वि वि धकार्यलि पि क
miscellaneous documents,,,वि वि. ध दस्तावेज
miscellaneous expenditure,,,प्रकीर्ण व्यय
miscellaneous general services,,,वि वि. ध सामान्य सेवाएं
miscellaneous insurance,,,प्रकीर्ण बीमा
miscellaneous offence,,"s. 64, Army Act",मशीन 
miscellaneous provisions,,"s. 5A(2A)(vii), Estate Duty Act",प्रकीर्ण उपबंध
miscellaneous register,,,प्रकीर्ण रजि
mischief,wrongful loss or damage to a person or property,"s. 425, I.P.C.",रि ष्टि
misclassification,,,गलत वर्गीकरण
misconceived assumption,,,भ्रामक धारणा 
misconception,the action of miconceiving; a notion resulting from miconceiving,"s. 90, I.P.C.",भ्रम
misconception of fact,,"s. 90, I.P.C.",तथ् य का भ्रम
misconduct,malfeasance; improper conduct,"s. 40(3)(a), Aligarh Muslim University Act",अवचार
misconduct on his part,,"art. 310(2), Const.",उसके द्वारा किया गया अवचार
misconducted himself or the proceedings,,"s. 11(2), Arbitration Act",स्वयं अवचार कि या हो या कार्यवाही का कुसंचालन कि याहो
misdelivery,,,गलत परि दान
misdemeanour,an offence lower than felony,,उप-अपराध 
miscellaneous provisions 267 misdescription,,"s. 3(4), Coal Mines (Taking Over of Management) Act",गलत वणर्न
misdirection,"wrong direction, the error of judge in charging a jury, the action of misdirecting",,अपनि देश
misemployed,,"s. 63, ill. (b), Indian Trusts Act",दरुुपयोिज त
misfeasance,1. the improper performance of a lawful act,"s. 82, Presidency-towns Insolvency Act",अपकरण 
misfortune,"bad fortune, adversity, mishap","s. 103A(2)(b), Presidency-towns Insolvency Act",दभुार्ग् य
misgraded,,"ss. 2(j) and 5A, Agricultural Produce (Grading and Marking) Act",मिथ्या श्रेणीकृत
misinterpretation,,,निर्वचन
misjoinder,improper joining,"s. 464(1), Cr. P.C. and Or. 1, r. 9, C.P.C.",कुसंयोजन
misjoinder of charges,improper joinder of different charges against one or more accused,"s. 464(1), Cr. P.C.",आरोपों का कुसंयोजन
misjoinder of parties,wrongful joining of persons as plaintiffs or defendants in a cause,"Or. 1, r. 13, C.P.C.",पक्षकारों का कुसंयोजन
misjoinder of parites or causes of action,,"s. 99, C.P.C.",पक्षकारों या वादहेतुकों का कुसंयोजन
"mislaid, lost or",,"Or. 5, r. 19A(2), prov., C.P.C.",खो जाना या इधर-उधर हो जाना
mislay,,"s. 237, Indian Succession Act",गलत स् थान पर रखना
mislead,to lead into error; to lead in a wrong direction; to lead astray,"s. 118, ill., I.P.C.",भुलावा देना 
misleading image,,"s. 5B(1A), Cinematograph Act",भ्रामक चि त्र
misleading information,,"s. 8(a), Oil Industry (Development) Act",भ्रामक सूचना 
mismanagement,,"s. 408(1), Companies Act",कुप्रबंध
misnomer,wrong name,"s. 33(4), prov., Representation of the People Act, 1951",गलत नाम
misrepresentation,a statement or conduct which conveys a false or wrong impression,"s. 18, Indian Contract Act",दवु् र्यपदेशन
misrepresentation of an essential fact,,"s. 11(1)(a), Antiquities and Art Treasures Act",कि सी आवश्यक तथ्य का दुव्यपदेशन
misrepresentation or suppression of any material fact,,"s. 8, Contract Labour (Regulation and Abolition) Act",दुत्यपदेशन या कि सी तात्वि क तथ्य का दबाना
missing person,,"s. 184(2)(p), Navy Act",लापता व्यक्ति 
mission,"a mission, institution or establishment, such as church, school",,"सदस्य, रेल लोक सेवा आयोग"
misstate,,"sch., art. IV(5), Indian Carriage of Goods by Sea Act",मि थ्या कथन करना
misstatement,,"s. 141(1)(a), Companies Act",अयथाथर् कथन 
mistake,"missapprehension as to the existence of a thing, arising either from ignorance or from a false belief on the point","s. 21, Indian Contract Act",भलू
mistake apparent from the record,,"2nd sch., item 87, Income- tax Act",अभि लेख से प्रकट भूल
mistake as to law,,"s. 21, Indian Contract Act",वि धि के बारे की भूल
mistake in fact or law,mistake of fact or mistake of law,"s. 92, prov. 1, Indian Evidence Act",वि. धि की या तथ्य की भूल
mistake of fact,a mistake as to any matter of fact not being mistake of law,"s. 76, I.P.C. and s. 21, Indian Contract Act",तथ्य की भूल
mistake of law,"a mistake as to the legal consequences or significance of an act, transaction or state of affairs or mistake on a point of law","ss. 76 and 79, I.P.C.",वि धि की भूल
mistake or error apparent on the face of record,,"Or. 47, r. 1, C.P.C.","या गलती, जो अभि लेख के देखने से ही प्रकट होती है"
mistake or inadvertance,,"s. 28, prov., Court-fees Act",भलू या अनवधानता
"mistake, under a",,"s. 22, Indian Contract Act",मशीन 
mistaken estimate,,"2nd sch., item 13, Presidency-towns Insolvency Act",भूल सेकि या गया प्राककलन
mistress,concubine,"s. 125(3), expln., Cr. P.C.",रखेल 
mistry,,,यांत्रि कमि स्त्री
mistry (traffic workshop),,,मिस्त्री (यातायात कर्मशाला
mistry fitter (carriage),,,मि स्त्री फि टर (सवारी डि ब्बा
misunderstanding,a mistake of meaning; misinterpretation,,भ्रांति
misunderstanding of law,misinterpretation of law,,वि a अन्यथाग्रहण
misuse,wrong or improper use,"s. 16(3), ill. (a), Indian Contract Act",दरुुपयोग 
misused stamps,,"s. 53, Indian Stamp Act",गलती से उपयोग कि ए गए स्टांप
Mitakshara School of Hindu law,the branch of Hindu law which follows the tenets laid down in Mitakshara,"s. 430(3), Companies Act",हि sa ia fa कीमि ताक्ष शाखा
mitigate,"to make less severe, violent, cruel, intense, painful, to lessen","s. 352, expln. , I.P.C.",कमी होना 
mitigate the punishment,,"s. 179(b), Army Act",दण्ड में कमी करना
mitigated damages,,,न् यूनीकृत नुकसानी
mitigated sentence,,"2nd sch., form 41, Cr. P.C.","स्‍व॑ sch., form 47, Cr. P.C] कम किया गया दंडादेश"
mitigate 268 mitigating circumstances,"the following are some instances; apology by the defendant before or after the action, facts",,मशीन 
mitigation,the action of mitigating; abatement of anything penal or of damages,"s. 187, Air Force Act",कमी करना 
mix,to blend; to mingle,,मि श्रण करना 5 मि श्रि त करना
mixed medical commission,,"IIIrd sch., art. 81, Geneva Conventions Act","व sch., art. 67, Geneva Conventions Act] fA a fa कि त्सा आयोग"
mixture,the produce of mixing,"s. 155, Indian Contract Act",मि श्रण
mob,a tumultuous crowd,"s. 106, ill., I.P.C.",भीड़ 
mobile court,,"s. 9(1), prov., Gram Nyayalyas Act",चल न्यायालय
mobile squad inspector,,,चल दस्ता नि रीक्षक
mobile vendors,,"s. 2(d), Street Vendors (Protection of Livelihood and Regulation of Street Vending) Act",चल वि क्रेता
mode,way or manner of doing or being; a method or procedure; a form,"s. 298, Cr. P.C.",ढंग 
mode of adjustment,,,समायोजन प्रकार
mode of computation,,"s. 48, Income-tax Act",संगणना करने का ढंग
mode of conducting examination,,"s. 29(2)(a), Inland Vessels Act",८0 परीक्षा के संचालन की रीति
mode of conveying land,,"sch., part B, T.P. Act",भूमि के हस्तांतरण का ढंग
mode of despatch,,,पे्रषण प्रकार
mode of life,way of living,"s. 149, ill. (d), Indian Evidence Act",जीवन का ढंग
mode of proceeding,,"s. 45, Presidency Small Cause Courts Act",८0 कार्यवाही का ढंग
mode of recovery,a manner of recovering money etc.,"s. 28, State Agricultural Credit Corporations Act","वसूली की पद्धति 5 [s. 32, Wealth-tax Act] वसूली का ढंग"
mode of registration,,,रजि स्ट्रीकरण का ढंग
mode of representing,,"s. 3(65), General Clauses Act",रूपण का ढंग
mode of settling differences of opinion,,,मतभेदों को तय करने का ढंग
mode of transfer,,"s. 2(1)(w), Trade and Merchandise Marks Act",अंतरण का ढंग
mode of valuing certain suits,,"long title, Suits Valuation act",कति पय वादों के बारे में मूल्याकंन का ढंग
